user_id,country,age,year,internet_penetration,mental_health_support_index,gdp_index,youth_population_ratio,baseline_addiction_pressure,tiktok_minutes_daily,instagram_minutes_daily,night_usage_ratio,scroll_velocity,addiction_pressure,attention_span_score,dopamine_dependency_score,impulsivity_index,sleep_hours,sleep_quality_index,ASI,MHRI,addiction_score,addiction_level
26,Iraq,31,2048,72.25590648,23.60351259,0.970895982,0.281114415,42.57557513,9.555916227,115.8256539,0.658445403,3.399311637,55.74448319,89.55153582,12.53815701,32.4136835,6.75800391,4.732436777,89.02860117,42.54465786,50.78337909,High
27,UK,20,2037,41.21448516,40.2826017,0.638987031,0.303639997,39.15881826,113.7716382,212.7847695,0.945602792,2.06446707,58.07087409,72.78696603,32.65564076,43.63120027,7.226697062,2.435177666,100,59.63971181,66.32782038,High
28,Zimbabwe,40,2045,58.34795698,38.05591394,0.662624113,0.407274865,55.05885872,135.0027264,200.3786692,0.163287756,3.984963116,58.32461383,72.05155037,33.53813956,6.31506632,8.294984043,8.693697956,100,9.68904338,66.76906978,High
29,Turkey,20,2051,86.32538172,49.8975452,0.395191715,0.408263921,52.97173294,109.4089508,100.8607465,0.983808618,3.469634554,72.6479053,82.47752522,21.02696973,80.73539441,8.904394075,2.129531058,100,79.72004192,60.51348487,High
30,Philippines,43,2027,88.89551304,64.34707975,0.312067212,0.310388512,64.76269276,2.871649934,98.88578322,0.427429341,2.627471797,73.31127957,91.5202139,10.17574332,13.08543264,5.658213311,6.580565274,67.97589021,23.63988995,39.07581676,Medium
31,Paraguay,15,2047,92.34555181,57.07554048,0.429233002,0.412715163,77.02468904,114.2928373,58.49634573,0.978229119,3.405291075,96.58927142,85.60090141,17.2789183,89.36650761,3.524793862,2.174167048,100,83.81241856,58.63945915,High
32,Mozambique,15,2021,59.185816,66.19888322,0.228753819,0.431218326,74.06948063,120.1753045,32.20320763,0.633867557,2.781781006,86.74683178,87.30179065,15.23785122,57.65817884,6.46271655,4.929059541,100,54.18379171,57.61892561,High
33,Indonesia,56,2046,42.66841005,36.63462808,0.656048936,0.479080584,23.37819654,173.84895,88.60742256,0.324106786,1.256294366,29.86033227,78.12863562,26.24563726,48.14876454,6.114741847,7.40714571,100,37.03865372,63.12281863,High
34,Greece,34,2021,51.78075315,77.26103361,0.978408444,0.344023918,46.49183008,34.37853229,67.80348248,0.374443972,4.09791094,53.98070953,91.4848321,10.21820148,66.07884848,6.64685196,7.00444822,66.06876628,48.01718314,38.14348388,Medium
35,Iraq,29,2056,72.25590648,23.60351259,0.970895982,0.281114415,42.57557513,206.4577843,60.72891458,0.290554827,2.931791448,48.38667167,77.73444176,26.71866989,93.31007307,4.654881536,7.675561383,100,58.27722962,63.35933494,High
36,Syria,48,2052,85.50495045,68.36564167,0.838636143,0.445706359,24.42779388,0,117.569366,0.334777041,3.286586843,31.12333471,90.20255284,11.7569366,29.66669977,6.392522982,7.321783671,72.17576462,28.22443153,41.96635061,Medium
37,Bulgaria,29,2058,43.83804399,28.39057571,0.661523108,0.155037721,57.0930838,42.2401198,21.20339495,0.646535866,3.650254918,70.02380111,94.71304044,6.344351475,27.01857858,5.847618186,4.827713074,57.583192,39.37072392,31.96377174,Medium
38,El Salvador,26,2027,65.22492008,82.7977182,0.372656822,0.30014791,24.66407822,130.56826,40.87488552,0.016605106,1.182943936,24.99618033,85.71307121,17.14431455,36.98780556,5.454545418,9.867159154,86.38577699,19.15810701,51.76504577,High
39,Iceland,21,2038,41.49972848,82.0960497,0.698312381,0.412804874,78.46368846,138.6394425,1.412792332,0.967631159,2.866046501,97.81631164,88.32898043,14.00522348,48.68086592,4.438458501,2.25895073,100,63.04567931,57.00261174,High
40,USA,42,2042,62.09786701,22.200043,0.713625317,0.168088602,26.18743213,210.7173186,32.37305952,0.768528055,2.283754344,41.55799323,79.74246849,24.30903782,7.570459185,6.33439902,3.85177556,100,34.52635179,62.15451891,High
41,Denmark,33,2046,76.09932079,76.52081086,0.726090314,0.342229333,67.49474262,131.5953167,69.80549085,0.941009295,4.397172269,86.31492852,83.21659937,20.14008076,67.99872068,8.729713045,2.47192564,100,71.63973214,60.07004038,High
42,Nepal,24,2057,75.27609875,88.99553179,0.335594197,0.174699062,26.67184894,113.9076807,140.4038672,0.717543061,2.950011735,41.02271015,78.80737101,25.43115479,52.08944817,6.451933021,4.259655514,100,54.74644651,62.7155774,High
43,Chile,49,2032,49.2036767,37.45045604,0.207357641,0.491548228,73.73139371,146.6662051,196.6399223,0.481033659,2.853485524,83.35206688,71.39115605,34.33061274,53.99178982,4.168139612,6.151730732,100,46.23724125,67.16530637,High
44,Cuba,44,2048,82.08144245,82.80510306,0.229878551,0.294416187,57.20795587,0,13.62811337,0.189727456,2.587315666,61.00250498,98.86432389,1.362811337,24.9646312,9.431180031,8.482180356,14.40315491,20.07141382,7.882983123,Low
45,Sudan,23,2048,90.92310213,43.87464457,0.912004273,0.19135769,57.76391829,59.54002055,143.8552073,0.516321548,4.567060948,68.09034924,83.05039768,20.33952279,84.05997754,4.329944028,5.86942762,100,62.68285067,60.16976139,High
46,Afghanistan,32,2052,44.39848798,22.85425991,0.487592921,0.218526897,33.41575031,49.4798896,51.83511213,0.71169555,2.282117628,47.64966131,91.55708319,10.13150017,39.80589964,6.832214339,4.306435602,79.12532285,48.37077181,44.62841151,Medium
47,Panama,47,2015,85.48706362,43.73208537,0.30164841,0.269281239,47.8219043,177.1162152,108.1673396,0.854182697,1.980245777,64.90555824,76.22637043,28.52835549,65.22628016,6.049868114,3.166538421,100,66.78044797,64.26417774,High
48,Argentina,59,2057,49.20509979,83.52965317,0.685143248,0.404131967,39.20297606,198.0004391,128.839541,0.324131091,2.17899103,45.68559789,72.76333499,32.68399801,24.00609973,6.042008503,7.406951271,100,24.96829351,66.341999,High
49,Mexico,58,2056,83.18764257,42.00491868,0.329302971,0.339222293,50.31514235,231.8979386,170.2759624,0.510480797,2.370580403,60.52475828,66.48550825,40.2173901,81.62924043,6.152321616,5.916153626,100,61.23385208,70.10869505,High
50,Bangladesh,23,2045,95.43043755,30.14264105,0.880909337,0.380542771,45.45332055,154.1731612,219.7962197,0.619980863,2.960526073,57.85293781,68.83588493,37.39693809,29.9716154,7.825726111,5.040153097,100,39.78504222,68.69846904,High
51,Poland,20,2015,57.23653426,42.26024325,0.274939814,0.381069082,25.47236618,173.5206424,152.1314172,0.588592815,3.685947888,37.24422249,72.86232836,32.56520596,92.16868962,6.840941432,5.291257479,100,69.62805742,66.28260298,High
52,Bangladesh,16,2030,95.43043755,30.14264105,0.880909337,0.380542771,45.45332055,125.6363008,76.25056574,0.052372777,2.177589315,46.50077609,83.17609446,20.18868665,45.47926027,8.291280834,9.581017786,100,24.83454121,60.09434333,High
53,Nigeria,39,2053,57.97221238,56.31534352,0.42461789,0.449411204,24.36578038,90.04147517,23.0723189,0.483393833,4.47685509,34.03365703,90.57385049,11.31137941,14.51500834,10,6.13284934,75.89265034,26.59325747,43.60201487,Medium
54,Cambodia,56,2029,88.11222428,35.85470426,0.930592442,0.389052371,73.46858682,55.22350229,111.6197904,0.809031307,3.313287656,89.64921297,86.09639227,16.68432927,61.11942656,8.047330915,3.527749542,100,62.92096557,58.34216464,High
55,Cambodia,52,2047,88.11222428,35.85470426,0.930592442,0.389052371,73.46858682,49.84732003,132.293964,0.802303839,1.557067165,89.5146636,84.82155966,18.2141284,55.66340726,7.959277288,3.581569288,100,59.92385719,59.1070642,High
56,Tanzania,50,2037,59.52298347,84.72855328,0.500466362,0.370129996,47.27246389,37.72819426,42.25877475,0.507142195,1.079626085,57.41530779,93.33441925,7.998696902,42.14343516,6.530127977,5.942862438,60.27917232,41.35740539,34.13893461,Medium
57,Netherlands,59,2055,57.95029233,76.25704538,0.460319759,0.293133531,37.5926463,163.8665487,138.7871043,0.952356382,3.01734082,56.63977395,74.77886226,30.26536529,81.971099,8.258499591,2.381148941,100,79.0798048,65.13268265,High
58,Zimbabwe,42,2048,58.34795698,38.05591394,0.662624113,0.407274865,55.05885872,95.40411852,78.60545897,0.826230278,2.328001972,71.58346427,85.49920188,17.40095775,42.12886946,7.341231737,3.390157777,100,54.11364585,58.70047887,High
59,Yemen,56,2031,44.36863445,47.07147424,0.719971145,0.158145178,53.23125706,76.58748818,43.47618461,0.737326905,2.118233881,67.97779517,89.99469393,12.00636728,13.62225062,6.146266681,4.101384758,89.5249126,36.30420152,50.76563994,High
60,Laos,39,2039,40.32580491,55.84651408,0.893657855,0.183055036,22.58959472,0,106.8414777,0.515600779,2.390172708,32.9016103,91.09654352,10.68414777,2.85830565,7.013889859,5.875193768,74.04477003,22.05318398,42.3644589,Medium
61,USA,33,2056,62.09786701,22.200043,0.713625317,0.168088602,26.18743213,65.20963636,54.86996001,0.590676345,2.399455067,38.00095903,89.99336697,12.00795964,89.2162703,6.294095874,5.274589242,83.66685198,68.23518894,47.83740581,Medium
62,India,32,2020,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,102.7736681,42.19015376,0.223235183,3.247002473,71.09351861,87.91968151,14.49638218,46.67032466,8.049774198,8.214118538,81.41131822,32.26456964,47.9538502,Medium
63,Saudi Arabia,16,2045,55.26801891,39.93883461,0.212365293,0.289476657,68.76797404,27.81542933,114.3527899,0.532406936,3.463101759,79.41611275,88.1526484,14.21682192,56.29618563,4.850812649,5.740744514,92.38038703,49.44437024,53.29860448,High
64,Syria,23,2019,85.50495045,68.36564167,0.838636143,0.445706359,24.42779388,279.5997563,120.7658973,0.526021812,2.901098691,34.94823013,66.63619554,40.03656536,11.47410278,6.887931682,5.7918255,100,26.77792389,70.01828268,High
65,Brazil,25,2054,75.32085057,55.59994838,0.918843351,0.373100466,69.58744797,39.57913152,81.7333211,0.202762464,3.224963615,73.64269724,89.89062895,12.13124526,48.94123754,8.195529591,8.377900291,68.76672486,32.58111731,40.44898506,Medium
66,Vietnam,21,2054,56.00959287,64.26140814,0.99204308,0.375150876,58.95261813,189.1552346,113.7351852,0.951148303,2.000235055,77.97558419,74.75913169,30.28904198,53.33648933,8.761112791,2.390813575,100,64.71417679,65.14452099,High
67,Australia,16,2044,56.57513607,26.3202839,0.901898458,0.479512683,77.73035291,112.7686086,157.0828837,0.244752149,2.664280006,82.62539589,77.51237564,26.98514923,46.52527832,6.59862852,8.041982809,100,33.05272512,63.49257461,High
68,Romania,24,2019,50.0609233,35.54754673,0.602109674,0.415246139,65.6906379,86.01199518,141.6080942,0.104222471,3.184269076,67.77508732,81.03165922,22.76200894,95.41197589,8.114682564,9.166220232,100,51.87488679,61.38100447,High
69,Serbia,21,2026,95.9842467,43.633062,0.594014155,0.190625424,26.06736057,105.0341557,58.69356331,0.467009208,3.024763748,35.40754472,86.35602342,16.3727719,57.13850993,8.673639217,6.263926339,100,47.24962327,58.18638595,High
70,Cuba,25,2021,82.08144245,82.80510306,0.229878551,0.294416187,57.20795587,120.8436442,101.397159,0.686073538,3.751527897,70.92942663,81.47993307,22.22408032,97.43872526,6.760489413,4.511411697,100,76.16230415,61.11204016,High
71,Panama,38,2059,85.48706362,43.73208537,0.30164841,0.269281239,47.8219043,133.5909766,65.05049016,0.195151868,3.073791723,51.72494165,83.44654444,19.86414668,15.33332148,9.09353382,8.43878506,100,15.47273544,59.93207334,High
72,Mongolia,50,2027,51.72422521,21.16114802,0.848090716,0.156377639,78.1927296,61.08429123,29.97903907,0.18289158,0.956626813,81.8505612,92.41138914,9.10633303,91.41893924,6.45260114,8.536867361,52.84732834,53.02513281,30.97683069,Medium
73,Morocco,54,2018,80.36974856,45.45407217,0.716377837,0.31596084,62.37453363,153.5592498,132.1340025,0.261470326,2.418971949,67.60394014,76.19222898,28.56932523,55.29213625,5.028398023,7.908237395,100,38.10488115,64.28466261,High
74,Turkey,25,2056,86.32538172,49.8975452,0.395191715,0.408263921,52.97173294,103.2415663,150.1342692,0.302717388,4.590334899,59.0260807,78.88534704,25.33758356,29.61364632,5.872480838,7.578260896,100,26.91551868,62.66879178,High
75,Serbia,51,2017,95.9842467,43.633062,0.594014155,0.190625424,26.06736057,40.12424175,76.29468135,0.246200053,2.37561754,30.99136162,90.29842307,11.64189231,74.57415151,6.794166361,8.030399578,68.05746366,47.13507787,39.84967799,Medium
76,Sri Lanka,40,2026,92.79481368,54.26169322,0.453537604,0.207027049,74.38126311,94.33005641,111.7411039,0.470698655,2.781160948,83.79523622,82.82740331,20.60711603,55.62621585,8.174409169,6.234410756,100,46.64105414,60.30355801,High
77,Mexico,31,2015,83.18764257,42.00491868,0.329302971,0.339222293,50.31514235,205.1814397,177.3589931,0.018263105,0.852945984,50.68040445,68.1216306,38.25404328,57.56764065,4.923367038,9.853895159,100,29.51434453,69.12702164,High
78,Israel,36,2041,50.90641288,39.5052525,0.882407564,0.36905097,25.010043,133.1658294,151.2495214,0.087516694,1.942340891,26.76037688,76.29872077,28.44153508,17.19390602,7.033716937,9.299866447,100,12.09762077,64.22076754,High
79,France,31,2057,97.22468128,31.28549011,0.753516158,0.177459733,77.00371802,120.2740919,70.68460031,0.729364472,2.279091333,91.59100747,84.08677565,19.09586922,67.9940355,9.268365733,4.165084221,100,63.17159665,59.54793461,High
80,Australia,25,2027,56.57513607,26.3202839,0.901898458,0.479512683,77.73035291,96.13762133,96.01790119,0.412339936,4.921780971,85.97715162,83.98703979,19.21555225,29.41396754,6.483689281,6.701280514,100,31.2005812,59.60777613,High
81,Sri Lanka,25,2031,92.79481368,54.26169322,0.453537604,0.207027049,74.38126311,100.8536556,64.59475488,0.360317192,2.994497616,81.58760695,86.21263246,16.54484105,35.57640492,7.692811205,7.117462464,97.13689293,32.20089014,56.84086699,High
82,Argentina,40,2022,49.20509979,83.52965317,0.685143248,0.404131967,39.20297606,133.2062795,111.4596955,0.010444782,2.825582464,39.4118717,79.61116875,24.4665975,90.65763993,7.032902639,9.916441747,100,45.74661123,62.23329875,High
83,Costa Rica,14,2046,73.11535466,64.31710201,0.488152513,0.421744536,31.28726958,104.0711271,102.0233579,0.298217877,2.669344546,37.25162712,82.82545958,20.60944851,17.94981841,7.030801472,7.614256985,100,20.90362428,60.30472425,High
84,Costa Rica,22,2034,73.11535466,64.31710201,0.488152513,0.421744536,31.28726958,147.2467124,42.35575339,0.821186375,1.689382031,47.71099709,84.19979452,18.96024658,88.66451753,5.46773174,3.430508997,100,77.17971378,59.48012329,High
85,Japan,34,2031,45.22105762,67.04948832,0.948923819,0.159278959,20.68121869,139.3954759,77.20271649,0.340367265,4.06137016,27.48856398,81.95015063,21.65981924,50.04180576,5.234689224,7.277061882,100,38.63559347,60.82990962,High
86,Netherlands,25,2048,57.95029233,76.25704538,0.460319759,0.293133531,37.5926463,48.42167942,0,0.963693454,1.250821666,56.86651537,95.96486005,4.842167942,17.85102043,7.161420991,2.290452372,62.75857785,47.47324835,33.8003729,Medium
87,Qatar,21,2049,58.39095349,62.66950338,0.542547319,0.372282778,79.16006383,151.6723718,48.05618619,0.389958944,2.855590741,86.9592427,83.3559535,19.9728558,81.15988605,7.816407793,6.880328452,100,56.17830077,59.9864279,High
88,Poland,45,2049,57.23653426,42.26024325,0.274939814,0.381069082,25.47236618,62.72427774,120.6369257,0.464128901,0.857286639,34.75494421,84.71989971,18.33612034,65.24966916,7.762323493,6.28696879,100,51.18999063,59.16806017,High
89,Oman,26,2052,61.14947798,85.57109921,0.761573502,0.435063969,78.15815214,60.25651401,107.1635807,0.80190947,2.410139508,94.19634154,86.04832544,16.74200947,34.68205752,8.001326929,3.58472424,100,49.41740756,58.37100474,High
90,Zimbabwe,32,2056,58.34795698,38.05591394,0.662624113,0.407274865,55.05885872,118.4839247,147.3420568,0.983024303,0.675686933,74.71934478,77.84783488,26.58259815,30.07260732,7.724996709,2.135805574,100,54.35727579,63.29129907,High
91,Italy,27,2038,52.52800753,76.56842657,0.379415448,0.486926945,54.40627329,135.4925126,102.6363564,0.3715968,2.194078339,61.83820929,80.15592759,23.8128869,42.09431237,6.724789526,7.027225598,100,35.91102819,61.90644345,High
92,New Zealand,44,2032,72.01906891,78.47117469,0.792614894,0.285135923,42.49223477,156.8955484,90.19147852,0.119936111,3.898329443,44.89095699,79.40941442,24.7087027,13.62134634,5.988495584,9.040511114,100,11.6081176,62.35435135,High
93,Jordan,45,2060,81.70458329,65.16209533,0.609073919,0.174916027,51.66206655,0,192.8951886,0.523057298,1.527857578,62.1232125,83.92540095,19.28951886,80.92494863,8.36339076,5.815541618,100,61.38476623,59.64475943,High
94,India,29,2053,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,167.3548492,83.03652476,0.591760862,2.395193217,78.46403219,79.13405217,25.03913739,27.86563827,6.002420841,5.265913108,100,37.6032536,62.5195687,High
95,Egypt,36,2047,45.76265473,69.21132712,0.219452773,0.396280251,69.31160356,144.7597224,80.74187035,0.95945647,3.875821205,88.50073295,81.20820061,22.55015927,82.68673265,7.016114823,2.324348242,100,79.72162511,61.27507964,High
96,Singapore,42,2037,61.04844627,57.50422789,0.614663722,0.340965876,55.00212591,76.43389386,102.4804189,0.413922516,5.166000247,63.28057622,85.09047393,17.89143128,73.13034627,4.060722133,6.688619876,100,53.12207376,58.94571564,High
97,El Salvador,25,2039,65.22492008,82.7977182,0.372656822,0.30014791,24.66407822,105.8204468,61.10987621,0.090810398,3.231577601,26.48028618,86.08913975,16.6930323,94.18356031,9.262113717,9.273516816,87.09757744,50.72419607,51.89530487,High
98,Egypt,59,2051,45.76265473,69.21132712,0.219452773,0.396280251,69.31160356,131.8859525,112.8526529,0.650934732,2.524872612,82.3302982,79.60511621,24.47386054,9.914137432,6.333043735,4.792522145,100,30.99445799,62.23693027,High
99,Israel,28,2041,50.90641288,39.5052525,0.882407564,0.36905097,25.010043,0,63.78149735,0.021112126,2.68325687,25.43228551,94.68487522,6.378149735,34.91818911,4.188606695,9.831102996,32.7352337,18.30357958,19.55669172,Low
100,El Salvador,14,2015,65.22492008,82.7977182,0.372656822,0.30014791,24.66407822,44.93851307,78.43413282,0.425418277,2.296580077,33.17244377,89.71894618,12.33726459,62.38841485,9.048755247,6.596653781,78.70305404,48.21093852,45.52015932,Medium
101,Uganda,29,2035,76.77458948,27.94314649,0.470396125,0.393858008,61.74492134,189.6765147,62.73521097,0.409646632,2.76958961,69.93785399,78.96568953,25.24117256,85.85766829,6.936593737,6.722826941,100,59.31469944,62.62058628,High
102,Czechia,44,2024,42.74057435,55.75231118,0.704910901,0.236705846,27.02402099,83.8571903,11.11055628,0.254819086,5.960174821,32.12040271,92.08602112,9.496774658,15.56291925,6.930516897,7.96144731,57.67663674,17.97422308,33.5867057,Medium
103,Oman,55,2045,61.14947798,85.57109921,0.761573502,0.435063969,78.15815214,114.8447084,0,0.964309056,3.950498143,97.44433326,90.42960763,11.48447084,86.13984982,9.497026719,2.28552755,95.99471645,81.64228716,53.73959364,High
104,Dominican Republic,20,2058,47.05606051,26.51719375,0.2244002,0.4966768,47.33940517,113.0011007,28.81083531,0.403408415,3.592733933,55.40757346,88.18233867,14.1811936,6.697539377,6.332268769,6.772732683,87.04230458,19.48510627,50.61174909,High
105,India,15,2039,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,162.8791663,157.0544591,0.894707115,3.359464081,84.52295725,73.33886455,31.99336253,47.43568553,9.123374392,2.842343082,100,59.50612735,65.99668127,High
106,Philippines,24,2034,88.89551304,64.34707975,0.312067212,0.310388512,64.76269276,95.60149087,103.7570464,0.515110548,3.110365309,75.06490371,83.38678856,19.93585373,8.444423674,5.094856994,5.879115618,100,24.82663375,59.96792687,High
107,El Salvador,32,2016,65.22492008,82.7977182,0.372656822,0.30014791,24.66407822,100.670416,75.99266968,0.820536167,3.127398755,41.07480156,85.27807619,17.66630857,14.98702216,7.653793939,3.435710662,100,40.31495777,58.83315429,High
108,Pakistan,28,2029,85.73283658,36.76933235,0.508078183,0.449771444,53.50425498,131.4346374,48.02030161,0.451395223,4.632382954,62.53215944,85.04542175,17.9454939,77.49201817,7.462695249,6.388838219,100,56.80181799,58.97274695,High
109,Egypt,26,2042,45.76265473,69.21132712,0.219452773,0.396280251,69.31160356,170.7990413,163.0531433,0.991537186,3.143355726,89.14234729,72.17898462,33.38521846,1.863103692,8.096288389,2.067702508,100,40.5930393,66.69260923,High
110,Honduras,28,2027,70.84123693,70.81689752,0.815994842,0.450444463,55.01936671,189.7851427,67.91596061,0.640029065,2.779815825,67.819948,78.52490806,25.77011033,55.53638828,5.520628905,4.879767484,100,53.36935672,62.88505517,High
111,Ecuador,55,2028,77.61589081,58.86405681,0.634115708,0.21210384,36.85779138,100.8616509,57.74476263,0.155947004,1.955647502,39.97673145,86.78279887,15.86064135,9.830190212,4.609524077,8.752423968,85.54108691,11.15297526,50.70086413,High
112,Oman,45,2016,61.14947798,85.57109921,0.761573502,0.435063969,78.15815214,90.54631584,5.407375286,0.006430822,3.138332395,78.28676858,92.00385907,9.595369112,81.12614792,10,9.948553423,48.23407844,40.82030684,28.91472378,Medium
113,Czechia,42,2048,42.74057435,55.75231118,0.704910901,0.236705846,27.02402099,111.2244589,0,0.928900367,2.397228957,45.60202832,90.73129509,11.12244589,80.81669925,8.523222179,2.568797067,92.76824412,77.56436429,51.94534501,High
114,India,24,2049,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,200.1025928,123.0691667,0.68680083,2.827505118,80.36483156,73.06902003,32.31717596,70.27902511,6.667052746,4.505593358,100,62.61154576,66.15858798,High
